基金代碼,特徵1_國內外,特徵2_產業別,特徵3_高收益債,特徵4_高風險,特徵5_熱門基金,特徵6_基金型態別,特徵7_高報酬
L03,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L04,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L07,國外,半導體及半導體設備,,,,a.股票型,今年來報酬率大於10%
L0A,國外,通膨連結債券,,,,b.債券型,
L0B,國外,通膨連結債券,,,,b.債券型,
L0C,國外,新興市場債-當地貨幣,高收益債,,熱銷基金,b.債券型,
L0D,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L0E,國外,公司債,高收益債,,,b.債券型,今年來報酬率大於10%
L0F,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L0G,國外,醫療保健,,,,a.股票型,
L0H,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
L0I,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
L0J,國外,醫療保健,,,,a.股票型,
L0K,國外,資產抵押擔保證券,高收益債,,,b.債券型,
L0L,國外,資產抵押擔保證券,高收益債,,,b.債券型,
L0M,國外,資產抵押擔保證券,高收益債,,,b.債券型,
L0N,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L0O,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L0P,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L0Q,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L0R,國外,核心消費品,,高風險,,d.平衡型,今年來報酬率大於10%
L0S,國外,核心消費品,,高風險,,d.平衡型,今年來報酬率大於10%
L0T,國外,核心消費品,,高風險,,d.平衡型,今年來報酬率大於10%
L0U,國外,工業,,,,a.股票型,
L0V,國外,原物料,,,,a.股票型,今年來報酬率大於10%
L0Z,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
L13,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L14,國外,通膨連結債券,,,,b.債券型,
L15,國外,通膨連結債券,,,,b.債券型,
L16,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L17,國外,新興市場債-當地貨幣,高收益債,,熱銷基金,b.債券型,
L1A,國外,高股息股票,,,,d.平衡型,
L1B,國外,高股息股票,,,,d.平衡型,
L1C,國外,高股息股票,,,,d.平衡型,
L1D,國外,高股息股票,,,,d.平衡型,
L1E,國外,工業,,,,a.股票型,
L1F,國外,工業,,,,a.股票型,
L1G,國外,核心消費品,高收益債,高風險,,d.平衡型,今年來報酬率大於10%
L1H,國外,原物料,,,,a.股票型,今年來報酬率大於10%
L1I,國外,工業,,,,a.股票型,
L1J,國外,金融,,,,a.股票型,今年來報酬率大於10%
L20,國外,多元化REITs,,,,a.股票型,
L29,國外,約當現金,高收益債,,,b.債券型,
L30,國外,約當現金,高收益債,,,b.債券型,
L31,國外,約當現金,高收益債,,,b.債券型,
L37,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
L38,國外,醫療保健,,,,a.股票型,
L39,國外,醫療保健,,,,a.股票型,
L40,國外,原物料,,,,a.股票型,今年來報酬率大於10%
L41,國外,原物料,,,,a.股票型,今年來報酬率大於10%
L42,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
L43,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L44,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L45,國外,通膨連結債券,,,,b.債券型,
L46,國外,約當現金,高收益債,,,b.債券型,
L47,國外,公司債,高收益債,,,b.債券型,
L48,國外,公司債,高收益債,,,b.債券型,
L49,國外,公司債,高收益債,,,b.債券型,
L50,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L51,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L52,國外,工業,,,,a.股票型,
L53,國外,工業,,,,a.股票型,
L54,國外,工業,,,,a.股票型,
L55,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L56,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L57,國外,金融,,,,a.股票型,今年來報酬率大於10%
L58,國外,金融,,,,a.股票型,今年來報酬率大於10%
L59,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
L60,國外,公司債,高收益債,,,b.債券型,
L61,國外,公司債,高收益債,,,b.債券型,
L62,國外,通膨連結債券,,,,b.債券型,
L64,國外,公司債,高收益債,,,b.債券型,
L65,國外,非核心消費品,,高風險,,a.股票型,今年來報酬率大於10%
L66,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L67,國外,非核心消費品,,,,a.股票型,今年來報酬率大於10%
L68,國外,非核心消費品,,,,a.股票型,今年來報酬率大於10%
L69,國外,金融,,,,a.股票型,今年來報酬率大於10%
L70,國外,工業,,,,a.股票型,
L71,國外,通膨連結債券,,,,b.債券型,
L72,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L73,國外,約當現金,高收益債,,,b.債券型,
L74,國外,約當現金,高收益債,,,b.債券型,
L75,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L76,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L77,國外,原物料,,高風險,,a.股票型,
L78,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L79,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L80,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L81,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L82,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L83,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
L84,國外,工業,,,,a.股票型,
L85,國外,金融,,,,a.股票型,
L87,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L88,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L89,國外,公司債,高收益債,,,b.債券型,
L90,國外,通膨連結債券,,,,b.債券型,
L91,國外,新興市場債-當地貨幣,高收益債,,熱銷基金,b.債券型,
L92,國外,新興市場債-當地貨幣,高收益債,,,b.債券型,
L93,國外,約當現金,高收益債,,,b.債券型,
L94,國外,約當現金,高收益債,,,b.債券型,
L95,國外,約當現金,高收益債,,,b.債券型,
L96,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L97,國外,新興市場債-強勢貨幣,高收益債,,,b.債券型,
L98,國外,公司債,高收益債,,,b.債券型,
L99,國外,公司債,高收益債,,,b.債券型,
M05,國外,能源,,,,a.股票型,
M06,國外,工業,,,,a.股票型,今年來報酬率大於10%
M09,國外,資本貨物,,,,a.股票型,今年來報酬率大於10%
M16,國外,互聯網和直銷零售,,,,a.股票型,今年來報酬率大於10%
M20,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
M21,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
M23,國外,非消費必需品,,高風險,,a.股票型,今年來報酬率大於10%
M25,國外,醫療保健提供商與服務,,,,a.股票型,
M30,國外,準國債及海外政府債券,高收益債,,,b.債券型,
M33,國外,,,,,c.貨幣型,
M35,國外,,,,,b.債券型,
M36,國外,,,,,b.債券型,
M37,國外,健康護理,,高風險,,a.股票型,今年來報酬率大於10%
M38,國外,原物料,,,,a.股票型,今年來報酬率大於10%
M40,國外,準國債及海外政府債券,高收益債,,,b.債券型,
M41,國外,現金,高收益債,,,b.債券型,
M42,國外,現金,高收益債,,,b.債券型,
M43,國外,電力公用事業,,,,a.股票型,
M44,國外,能源,,,,a.股票型,今年來報酬率大於10%
M45,國外,能源,,,,a.股票型,
M48,國外,金融,,,,a.股票型,
M55,國外,準國債及海外政府債券,高收益債,,,b.債券型,
M62,國外,住宅,,,,a.股票型,
M64,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
M65,國外,,,,,a.股票型,
M66,國外,非消費必需品,,,,a.股票型,今年來報酬率大於10%
M67,國外,非消費必需品,,,,a.股票型,
M69,國外,現金,,,,b.債券型,
M70,國外,現金,,,,b.債券型,
M72,國外,現金,,,,b.債券型,
M74,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
M75,國外,消費必需品,,高風險,,a.股票型,今年來報酬率大於10%
M76,國外,運輸,,高風險,,a.股票型,今年來報酬率大於10%
M77,國外,運輸,,高風險,,a.股票型,今年來報酬率大於10%
M80,國外,房地產,,,,d.平衡型,
M83,國外,消費必需品,,,,b.債券型,
M86,國外,房地產,,,,d.平衡型,
M87,國外,房地產,,,,d.平衡型,
M88,國外,能源,,,,a.股票型,
M89,國外,原物料,,,,a.股票型,今年來報酬率大於10%
M90,國外,電力公用事業,,,,a.股票型,
MB0,國外,石油服務,,,熱銷基金,a.股票型,
MB1,國外,石油服務,,,,a.股票型,
MB2,國外,資本市場,,,,a.股票型,今年來報酬率大於10%
MB3,國外,資本市場,,,,a.股票型,
MB4,國外,生物技術,,,熱銷基金,a.股票型,今年來報酬率大於10%
MB5,國外,生物技術,,,,a.股票型,
MB6,國外,非必需消費品,,,,a.股票型,
MB8,國外,金融,,,,a.股票型,今年來報酬率大於10%
MB9,國外,金融,,,,a.股票型,今年來報酬率大於10%
MC1,國外,非必需消費品,,高風險,,a.股票型,今年來報酬率大於10%
MC2,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
MC3,國外,原物料,,高風險,,a.股票型,
MC4,國外,原物料,,高風險,,a.股票型,
MC5,國外,現金及衍生性商品,高收益債,,,b.債券型,
MC6,國外,現金及衍生性商品,高收益債,,,b.債券型,
ML2,國外,非必需消費品,,,,a.股票型,今年來報酬率大於10%
ML3,國外,非必需消費品,,,,a.股票型,
ML8,國外,金融,,,,a.股票型,今年來報酬率大於10%
ML9,國外,金融,,,,a.股票型,
MS3,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
MS4,國外,金融,,,,a.股票型,
MS6,國外,非必需消費品,,高風險,,a.股票型,今年來報酬率大於10%
MS8,國外,證券,,,,b.債券型,
MS9,國外,證券,,,,b.債券型,
MT4,國外,資訊科技,,,,a.股票型,
MT5,國外,金融,,,,a.股票型,
MT7,國外,非必需消費品,,,,a.股票型,今年來報酬率大於10%
MT8,國外,電訊,,高風險,,a.股票型,今年來報酬率大於10%
MT9,國外,電訊,,高風險,,a.股票型,
MU1,國外,非必需消費品,,,,a.股票型,今年來報酬率大於10%
MU2,國外,非必需消費品,,,,a.股票型,今年來報酬率大於10%
MU5,國外,鑽石,,高風險,,a.股票型,
MU6,國外,鑽石,,高風險,,a.股票型,
MU7,國外,銅,,,熱銷基金,a.股票型,
MU8,國外,銅,,,,a.股票型,
MV1,國外,證券,,,,b.債券型,
MV2,國外,證券,,,,b.債券型,
MV5,國外,金融抵押債券,,,,b.債券型,
MV6,國外,金融抵押債券,,,,b.債券型,
MV7,國外,金融抵押債券,,,,b.債券型,
MV8,國外,金融抵押債券,,,,b.債券型,
MV9,國外,加拿大,高收益債,,,b.債券型,
MW1,國外,加拿大,高收益債,,,b.債券型,
MW2,國外,加拿大,高收益債,,,b.債券型,
MW3,國外,加拿大,高收益債,,,b.債券型,
MW5,國外,金融企業商業票據,,,,c.貨幣型,
MW6,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
MW7,國外,原物料,,高風險,,a.股票型,
MW8,國外,資訊科技,,,,a.股票型,
MW9,國外,資訊科技,,,,a.股票型,
MX0,國外,資訊科技,,,,a.股票型,
MX1,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
MX2,國外,非必須消費品,,,,a.股票型,今年來報酬率大於10%
MX3,國外,非必須消費品,,,,a.股票型,
MX4,國外,非必須消費品,,,,a.股票型,今年來報酬率大於10%
MX5,國外,科技硬體設備,,,,a.股票型,今年來報酬率大於10%
MX6,國外,科技硬體設備,,,,a.股票型,今年來報酬率大於10%
MX7,國外,科技硬體設備,,,,a.股票型,今年來報酬率大於10%
MY0,國外,投資級工業,,,,b.債券型,
MY1,國外,投資級工業,,,,b.債券型,
MY2,國外,,,,,b.債券型,
MY3,國外,,,,,b.債券型,
MY5,國外,現金及衍生性商品,高收益債,,,b.債券型,
MY6,國外,現金及衍生性商品,高收益債,,,b.債券型,
MY9,國外,資訊科技,,,,a.股票型,
MZ0,國外,非必須消費品,,,,a.股票型,
MZ2,國外,非必需消費品,,,,d.平衡型,
MZ3,國外,非必需消費品,,,,d.平衡型,
MZ6,國外,資訊科技,,,,a.股票型,
MZ7,國外,資訊科技,,,,a.股票型,
MZ8,國外,可再生能源技術,,,,a.股票型,今年來報酬率大於10%
MZ9,國外,可再生能源技術,,,,a.股票型,
N00,國外,通訊服務,高收益債,,,b.債券型,
N02,國外,通訊服務,高收益債,,,b.債券型,
N03,國外,通訊服務,高收益債,,,b.債券型,
N04,國外,通訊服務,高收益債,,,b.債券型,
N05,國外,通訊服務,高收益債,,,b.債券型,
N06,國外,基礎建設,,,,a.股票型,
N07,國外,基礎建設,,,,a.股票型,
N08,國外,基礎建設,,,,a.股票型,
N09,國外,資訊科技,,,,a.股票型,
N10,國外,醫療保健,,,,a.股票型,
N11,國外,醫療保健,,,,a.股票型,今年來報酬率大於10%
N12,國外,基礎建設,,,,a.股票型,
N13,國外,基礎建設,,,,a.股票型,
N14,國外,基礎建設,,,,a.股票型,
N21,國外,通訊服務,高收益債,,,b.債券型,
N22,國外,通訊服務,高收益債,,,b.債券型,
N23,國外,通訊服務,高收益債,,,b.債券型,
N30,國外,通訊服務,高收益債,,,b.債券型,
N31,國外,通訊服務,高收益債,,,b.債券型,
N32,國外,通訊服務,高收益債,,,b.債券型,
N33,國外,通訊服務,高收益債,,,b.債券型,
N34,國外,基礎建設,,,,a.股票型,
N35,國外,資訊科技,,,,a.股票型,
O01,國外,科技,,高風險,,a.股票型,今年來報酬率大於10%
O02,國外,科技,,高風險,,a.股票型,今年來報酬率大於10%
O05,國外,非週期性消費,,,,a.股票型,
O06,國外,非週期性消費,,,,a.股票型,今年來報酬率大於10%
O08,國外,,,高風險,,a.股票型,今年來報酬率大於10%
O14,國外,,,高風險,,a.股票型,
O23,國外,國家債券,,,,d.平衡型,
O26,國外,基本物料,,高風險,,a.股票型,
O28,國外,基本物料,,高風險,,a.股票型,
O32,國外,週期性消費,,高風險,,a.股票型,今年來報酬率大於10%
O54,國外,週期性消費,,高風險,,a.股票型,今年來報酬率大於10%
P02,國內,,,高風險,,a.股票型,今年來報酬率大於10%
P03,國內,,,,,a.股票型,今年來報酬率大於10%
P05,國內,,,,,a.股票型,今年來報酬率大於10%
P08,國內,,,高風險,,a.股票型,今年來報酬率大於10%
P11,國內,,,高風險,,a.股票型,今年來報酬率大於10%
P12,國內,醫療保健,,,,a.股票型,
P13,國內,,,,,d.平衡型,
P15,國內,,,,,c.貨幣型,
P16,國內,景氣循環性消費,,,,a.股票型,
P21,國內,景氣循環性消費,,高風險,,a.股票型,今年來報酬率大於10%
P23,國內,工業,,高風險,,a.股票型,
P24,國內,多元類型不動產REITS,,高風險,,a.股票型,
P25,國內,多元類型不動產REITS,,高風險,,a.股票型,
P27,國內,金融,,高風險,,a.股票型,
P28,國內,能源,,高風險,,a.股票型,
P29,國內,現金及約當現金,高收益債,,,b.債券型,
P30,國內,現金及約當現金,高收益債,,,b.債券型,
P31,國內,通訊,,高風險,,a.股票型,
PD0,國內,,,,,c.貨幣型,
PD1,國內,,,,,a.股票型,今年來報酬率大於10%
PD2,國內,,,高風險,,a.股票型,今年來報酬率大於10%
Q10,國內,,,,,a.股票型,
Q11,國內,,,高風險,,a.股票型,
Q12,國內,,,,,d.平衡型,
Q13,國內,,,,,a.股票型,
Q14,國內,,,高風險,,a.股票型,今年來報酬率大於10%
Q19,國內,,,,,a.股票型,
Q22,國內,,,,,c.貨幣型,
Q23,國內,現金,,,,a.股票型,
Q26,國內,工業,,高風險,,a.股票型,今年來報酬率大於10%
R09,國外,現金,,高風險,,a.股票型,
R10,國外,現金,,高風險,,a.股票型,
R11,國外,醫療服務,,,,a.股票型,今年來報酬率大於10%
R12,國外,醫療服務,,,,a.股票型,今年來報酬率大於10%
RU0,國外,非必需消費品,,,,d.平衡型,
RU1,國外,非必需消費品,,,,d.平衡型,
RU2,國外,非必需消費品,,,,d.平衡型,
RU3,國外,非必需消費品,,,,d.平衡型,
RU4,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
RU5,國外,資訊科技,,高風險,,a.股票型,今年來報酬率大於10%
RU6,國外,資訊科技,,,,a.股票型,今年來報酬率大於10%
RU7,國外,新興市場債券,高收益債,,,b.債券型,
RU8,國外,新興市場債券,高收益債,,,b.債券型,
RU9,國外,工業,,,,a.股票型,
S47,國外,金融,,,,a.股票型,
S49,國外,工業,,,,a.股票型,今年來報酬率大於10%
S51,國外,非民生必需品,,,,a.股票型,今年來報酬率大於10%
S52,國外,金融,,,,a.股票型,今年來報酬率大於10%
S53,國外,消費服務,,,,a.股票型,
S54,國外,石油天然氣,,,,a.股票型,今年來報酬率大於10%
S56,國外,資訊與通訊,,,,a.股票型,
S57,國外,服務,,,,a.股票型,今年來報酬率大於10%
S58,國外,非民生必需品,,高風險,,a.股票型,今年來報酬率大於10%
S61,國外,金融機構,,,,b.債券型,
S62,國外,現金,,,,b.債券型,
S63,國外,衍生性金融商品,,,,b.債券型,
S64,國外,美國國庫券,,,,b.債券型,
S65,國外,民生必需品,,高風險,,a.股票型,今年來報酬率大於10%
S66,國外,工業,,,,b.債券型,
S71,國外,工業,,,,a.股票型,今年來報酬率大於10%
S73,國外,美國國庫券,,,,b.債券型,
S74,國外,現金,,,,b.債券型,
S75,國外,金融機構,,,,b.債券型,
S76,國外,機構債券,,,,b.債券型,
S80,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
S81,國外,民生必需品,,高風險,,a.股票型,
S83,國外,公用事業,,,,b.債券型,
S85,國外,美國國庫券,,,,b.債券型,
S87,國外,金融機構,,,,c.貨幣型,
S88,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
S91,國外,其他,,,,a.股票型,
S93,國外,消費品,,,,a.股票型,今年來報酬率大於10%
S94,國外,消費品,,,,a.股票型,今年來報酬率大於10%
S96,國外,現金,,,,b.債券型,
S97,國外,現金,,,,b.債券型,
SA5,國外,工業,,,,a.股票型,今年來報酬率大於10%
SA6,國外,工業,,,,a.股票型,今年來報酬率大於10%
SA7,國外,健康護理,,,,a.股票型,今年來報酬率大於10%
SA8,國外,資訊科技,,,,a.股票型,
SA9,國外,資訊科技,,,,a.股票型,
SB0,國外,,,,,b.債券型,
SB1,國外,健康護理,,,,a.股票型,
SB2,國外,金融,,,,a.股票型,
SB5,國外,健康護理,,,,a.股票型,
SB6,國外,金融,,,,a.股票型,
SB9,國外,,,,,b.債券型,
SC0,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
SC1,國外,原物料,,高風險,,a.股票型,
SD7,國外,健康護理,,,,a.股票型,
SD8,國外,金融,,,,a.股票型,
SU5,國內,,,,,c.貨幣型,
T03,國外,非必需消費,,高風險,,a.股票型,今年來報酬率大於10%
T07,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
T09,國外,工業,,高風險,,a.股票型,
T11,國外,工業,,高風險,,a.股票型,
T13,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
T22,國外,工業,,,,a.股票型,今年來報酬率大於10%
T27,國外,流動資金,,,,d.平衡型,今年來報酬率大於10%
T29,國外,必需消費,,,,a.股票型,
T30,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
T31,國外,原物料,,高風險,,a.股票型,
T32,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
T33,國外,非必需消費,,高風險,,a.股票型,今年來報酬率大於10%
T34,國外,健康護理,高收益債,,熱銷基金,d.平衡型,
T35,國外,健康護理,高收益債,,,d.平衡型,
T36,國外,健康護理,高收益債,,,d.平衡型,
T37,國外,健康護理,高收益債,,,d.平衡型,
T38,國外,健康護理,高收益債,,,d.平衡型,
TA6,國內,金融,,,,a.股票型,
TA7,國內,農業機械,,,,a.股票型,
TA8,國內,能源,,高風險,,a.股票型,
TC0,國內,,,高風險,,a.股票型,今年來報酬率大於10%
TC3,國內,,,,,a.股票型,
TS0,國內,,,,,c.貨幣型,
TS5,國內,,,,,a.股票型,今年來報酬率大於10%
TT0,國內,原物料,,高風險,,a.股票型,
TT1,國內,,,,,a.股票型,今年來報酬率大於10%
TT3,國內,,,高風險,,a.股票型,今年來報酬率大於10%
TT5,國內,流動資金,,,,a.股票型,
TT7,國內,,,,,b.債券型,
TT8,國內,非必需消費,,高風險,,a.股票型,今年來報酬率大於10%
U01,國內,,,,,a.股票型,今年來報酬率大於10%
U02,國內,,,高風險,,a.股票型,今年來報酬率大於10%
U03,國內,,,高風險,,a.股票型,今年來報酬率大於10%
U04,國內,,,,,a.股票型,今年來報酬率大於10%
U05,國內,,,高風險,,a.股票型,
U07,國內,,,,,a.股票型,今年來報酬率大於10%
U08,國內,,,,,a.股票型,今年來報酬率大於10%
U09,國內,,,,,a.股票型,今年來報酬率大於10%
U10,國內,,,,,a.股票型,今年來報酬率大於10%
U14,國內,,,,,c.貨幣型,
U2A,國內,,高收益債,,,b.債券型,
U2B,國內,,高收益債,,,b.債券型,
UC5,國內,,高收益債,,,b.債券型,
UC6,國內,,高收益債,,,b.債券型,
UC7,國內,,高收益債,,,b.債券型,
UC8,國內,,高收益債,,,b.債券型,
UCA,國內,,高收益債,,,b.債券型,
UCB,國內,,高收益債,,,b.債券型,
UD1,國內,,,,,a.股票型,
UD2,國內,,,,,a.股票型,今年來報酬率大於10%
UD3,國內,,,,,a.股票型,
UD4,國內,,,高風險,,a.股票型,
UD5,國內,,,,,a.股票型,
UD6,國內,,,高風險,,a.股票型,今年來報酬率大於10%
UD7,國內,,,,,a.股票型,
UD8,國內,,,高風險,,a.股票型,
UF0,國內,醫療保健設備與用品,,,,a.股票型,
UF1,國內,,,高風險,,a.股票型,
UF2,國內,,,,,a.股票型,
UF3,國內,,,高風險,,a.股票型,今年來報酬率大於10%
UF4,國內,非核心消費,,高風險,,a.股票型,今年來報酬率大於10%
UF5,國內,,,高風險,,a.股票型,
UF6,國內,,,,,a.股票型,
UF8,國內,,,,,d.平衡型,
UG0,國內,公用事業,,,,b.債券型,
UG3,國內,,,,,a.股票型,
UG5,國內,,,,,c.貨幣型,
UG6,國內,非核心消費,,,,a.股票型,
UH0,國內,公用事業,,,,b.債券型,
UH4,國內,,,,,e.組合型,
UH5,國內,化學製品,,,,a.股票型,
UH6,國內,能源,,,,a.股票型,
UH7,國內,現金,,,,a.股票型,
UH9,國內,核心消費,,高風險,,a.股票型,
UN2,國內,,,高風險,,a.股票型,
UN8,國內,汽車及零件設備,,高風險,熱銷基金,g.指數型,
US0,國內,,,,,c.貨幣型,
UU7,國內,其他,,高風險,,a.股票型,
UV0,國內,,,,,c.貨幣型,
UV4,國內,金融,,高風險,,a.股票型,
UV7,國內,公用事業,,,,a.股票型,
UW2,國內,農產品,,,,a.股票型,
UW4,國內,現金,,高風險,,a.股票型,
UW5,國內,非日常生活消費品,,高風險,,a.股票型,今年來報酬率大於10%
UW6,國內,非日常生活消費品,,高風險,,a.股票型,今年來報酬率大於10%
UW8,國內,工業,,高風險,,a.股票型,今年來報酬率大於10%
UX2,國內,現金,高收益債,,,b.債券型,
UX4,國內,,高收益債,,,b.債券型,
UX5,國內,,高收益債,,,b.債券型,
V01,國外,,,,熱銷基金,a.股票型,今年來報酬率大於10%
V03,國外,,,,,a.股票型,今年來報酬率大於10%
V08,國外,原物料,,,,a.股票型,今年來報酬率大於10%
V09,國外,非必需性消費業,,高風險,,a.股票型,今年來報酬率大於10%
V15,國外,原物料,,,,a.股票型,
V17,國外,非必需性消費業,,,,a.股票型,
V18,國外,主權債/超國家組織,,,,b.債券型,
V19,國外,公司債-金融業,,,,b.債券型,
V20,國外,其他,高收益債,,,b.債券型,
V21,國外,,,,,c.貨幣型,
V22,國外,,,,,c.貨幣型,
V24,國外,,,,,c.貨幣型,
V27,國外,,,,,c.貨幣型,
V30,國外,金融業,,,,a.股票型,
V32,國外,,,,,a.股票型,
V34,國外,,,,,d.平衡型,
V36,國外,,,,,d.平衡型,
V37,國外,,,,,d.平衡型,
V38,國外,,高收益債,,,b.債券型,
V39,國外,,,,,b.債券型,
V40,國外,,,,,b.債券型,
V41,國外,,,,,b.債券型,
V43,國外,歐洲股票(英國除外),,,,d.平衡型,
V44,國外,歐洲股票(英國除外),,,,d.平衡型,
V45,國外,醫療保健業,,,,a.股票型,今年來報酬率大於10%
V46,國外,現金及當約現金,高收益債,,,b.債券型,
V47,國外,非必需性消費業,,,,a.股票型,今年來報酬率大於10%
V48,國外,,高收益債,,,b.債券型,
V53,國外,非必需性消費業,,高風險,,a.股票型,
V54,國外,其他,高收益債,,,b.債券型,
V55,國外,非必需性消費業,,高風險,,a.股票型,今年來報酬率大於10%
V56,國外,能源業,,,,a.股票型,
V59,國外,現金及當約現金,高收益債,,,b.債券型,
V60,國外,,高收益債,,,b.債券型,
V61,國外,,高收益債,,,b.債券型,
V64,國外,其他,高收益債,,,b.債券型,
V65,國外,其他,高收益債,,,b.債券型,
V66,國外,能源業,,高風險,,a.股票型,今年來報酬率大於10%
V68,國外,能源業,,高風險,,a.股票型,今年來報酬率大於10%
V69,國外,,,,,d.平衡型,
V71,國外,金融業,,,,a.股票型,
V72,國外,金融業,,,,a.股票型,
V74,國外,其他,高收益債,,,b.債券型,
V75,國外,其他,高收益債,,,b.債券型,
W01,國內,,,,,a.股票型,
W06,國內,,,高風險,,a.股票型,
W07,國內,,,高風險,,a.股票型,
W12,國內,,,,,c.貨幣型,
X01,國外,,,高風險,熱銷基金,a.股票型,
X03,國外,健康醫療,,,,a.股票型,今年來報酬率大於10%
X04,國外,石油與天然氣儲存及運輸,,,,a.股票型,
X05,國外,消費性耐久財,,,,a.股票型,今年來報酬率大於10%
X07,國外,銀行業,,,,a.股票型,
X08,國外,醫療設備及服務業,,,,a.股票型,
X12,國外,生技製藥和生命科學,,,,a.股票型,
X13,國外,能源,,,,a.股票型,
X14,國外,生技製藥和生命科學,,,,a.股票型,今年來報酬率大於10%
X15,國外,銀行業,,,,a.股票型,今年來報酬率大於10%
X17,國外,消費性耐久財及服飾,,,,a.股票型,
X23,國外,石油與天然氣儲存及運輸,,,,a.股票型,
Y01,國外,科技,,,,a.股票型,
Y02,國外,工業,,,,a.股票型,
Y03,國外,金融,,高風險,,a.股票型,今年來報酬率大於10%
Y04,國外,消費性耐久財,,高風險,,a.股票型,今年來報酬率大於10%
Y05,國外,其他,,,,a.股票型,今年來報酬率大於10%
Y06,國外,健康醫療,,,,a.股票型,
Y07,國外,,,,,b.債券型,
Y08,國外,股權,高收益債,,,b.債券型,
Y0A,國外,消費性耐久財,,,,a.股票型,
Y0C,國外,科技,,,,a.股票型,
Y10,國外,,,,,b.債券型,
Y11,國外,科技,高收益債,,,b.債券型,
Y12,國外,健康醫療,,,,d.平衡型,
Y13,國外,,,,,c.貨幣型,
Y15,國外,原物料,,高風險,,a.股票型,今年來報酬率大於10%
Y16,國外,其他,,,,a.股票型,
Y17,國外,,,,,b.債券型,
Y18,國外,健康醫療,,,,a.股票型,
Y19,國外,民生消費,,高風險,,a.股票型,
Y21,國外,工業,,高風險,,a.股票型,今年來報酬率大於10%
Y22,國外,,,,,b.債券型,
Y23,國外,股權,高收益債,,,b.債券型,
Y24,國外,,,,,b.債券型,
Y25,國外,科技,高收益債,,,b.債券型,
Y26,國外,,,,,b.債券型,
Y27,國外,健康醫療,,,,d.平衡型,
Y29,國外,健康醫療,,,,a.股票型,今年來報酬率大於10%
Y30,國外,科技,,,,a.股票型,
Y31,國外,民生消費,,高風險,,a.股票型,今年來報酬率大於10%
Y32,國外,科技,,,,a.股票型,
Y33,國外,科技,,,,a.股票型,
Y34,國外,消費性耐久財,,,,a.股票型,
Y35,國外,消費性耐久財,,,,a.股票型,今年來報酬率大於10%
